ID do Aventureiro,Nome do Personagem,Classe Mágica,Poder Mágico (%)
584,Fada do Carregador,Ladino do Desconto,48.0
585,Tio do Churrasco Místico,Caçador de Meias Perdidas,95.1
586,Nina Nuvem,Sacerdote do Fone de Ouvido,65.6
587,Bob Esponja Encantado,Bardo das Memes,30.5
588,Vovó Meteoro,Necromante de Plantas de Casa,97.9
589,Capitão Pipoca,Alquimista de Smoothie,76.1
590,Lady Crocante,Mago do Micro-ondas,87.3
591,Dr. Soninho,Cavaleiro de Pijama,44.9
592,Xamã do Chocolate Quente,Druida de Sobremesas,94.4
593,Rainha do Puff,Feiticeira Hortelã,58.1
594,Mago do Café,Elfo da Wi-Fi,98.7
595,Duque do Abraço,Paladino das Tapiocas,71.7
596,Troll das Redes Sociais,Bardo das Memes,21.3
597,Elfo do Wi-Fi,Arcanista do TikTok,99.3
598,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,79.2
599,Cavaleiro do Sofá,Guardião do Sofá,91.8
600,Sereia do Banho de Espuma,Pixie do Café Expresso,54.0
601,Sir Croissant,Barbarian Vegano,63.6
602,Luna Brilhinho,Maga do Glitter,97.2
603,Bolinho de Chuva,Ninja Noturno,75.9
604,Thorfinn Puff,Druida de Sobremesas,86.8
605,Dona Cenoura,Feiticeira Hortelã,47.2
606,Zé do Pijama Flamejante,Cavaleiro de Pijama,89.6
607,Glimmer Sparkle,Elfo da Wi-Fi,99.2
608,Chico Bolacha,Paladino das Tapiocas,62.3
609,Madame Puf,Pixie do Café Expresso,77.0
610,Bruxo Zé Gotinha,Curandeiro de Resfriados,94.5
611,Princesa Wi-Fi,Arcanista do TikTok,81.1
612,Goblin do Delivery,Xamã do Delivery,34.7
613,Mestre do Pão de Queijo,Guardião do Sofá,98.2
614,Fada do Carregador,Ladino do Desconto,56.5
615,Tio do Churrasco Místico,Caçador de Meias Perdidas,68.3
616,Nina Nuvem,Sacerdote do Fone de Ouvido,92.4
617,Bob Esponja Encantado,Bardo das Memes,40.2
618,Vovó Meteoro,Necromante de Plantas de Casa,99.4
619,Capitão Pipoca,Alquimista de Smoothie,78.9
620,Lady Crocante,Mago do Micro-ondas,59.8
621,Dr. Soninho,Cavaleiro de Pijama,95.3
622,Xamã do Chocolate Quente,Druida de Sobremesas,72.8
623,Rainha do Puff,Feiticeira Hortelã,85.0
624,Mago do Café,Elfo da Wi-Fi,97.1
625,Duque do Abraço,Paladino das Tapiocas,48.6
626,Troll das Redes Sociais,Bardo das Memes,25.0
627,Elfo do Wi-Fi,Arcanista do TikTok,99.8
628,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,73.4
629,Cavaleiro do Sofá,Guardião do Sofá,90.1
630,Sereia do Banho de Espuma,Pixie do Café Expresso,41.2
631,Sir Croissant,Ninja Noturno,83.0
632,Luna Brilhinho,Maga do Glitter,97.5
633,Bolinho de Chuva,Barbarian Vegano,66.4
634,Thorfinn Puff,Druida de Sobremesas,99.3
635,Dona Cenoura,Feiticeira Hortelã,51.0
636,Zé do Pijama Flamejante,Cavaleiro de Pijama,71.2
637,Glimmer Sparkle,Elfo da Wi-Fi,99.9
638,Chico Bolacha,Paladino das Tapiocas,60.7
639,Madame Puf,Pixie do Café Expresso,87.4
640,Bruxo Zé Gotinha,Curandeiro de Resfriados,75.1
641,Princesa Wi-Fi,Arcanista do TikTok,93.7
642,Goblin do Delivery,Xamã do Delivery,37.3
643,Mestre do Pão de Queijo,Guardião do Sofá,84.1
644,Fada do Carregador,Ladino do Desconto,49.6
645,Tio do Churrasco Místico,Caçador de Meias Perdidas,95.8
646,Nina Nuvem,Sacerdote do Fone de Ouvido,66.9
647,Bob Esponja Encantado,Bardo das Memes,31.8
648,Vovó Meteoro,Necromante de Plantas de Casa,98.3
649,Capitão Pipoca,Alquimista de Smoothie,77.2
650,Lady Crocante,Mago do Micro-ondas,88.6
651,Dr. Soninho,Cavaleiro de Pijama,45.6
652,Xamã do Chocolate Quente,Druida de Sobremesas,95.1
653,Rainha do Puff,Feiticeira Hortelã,59.3
654,Mago do Café,Elfo da Wi-Fi,99.0
655,Duque do Abraço,Paladino das Tapiocas,72.5
656,Troll das Redes Sociais,Bardo das Memes,22.7
657,Elfo do Wi-Fi,Arcanista do TikTok,99.1
658,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,80.0
659,Cavaleiro do Sofá,Guardião do Sofá,92.7
660,Sereia do Banho de Espuma,Pixie do Café Expresso,54.9
661,Sir Croissant,Barbarian Vegano,64.2
662,Luna Brilhinho,Maga do Glitter,97.9
663,Bolinho de Chuva,Ninja Noturno,76.5
664,Thorfinn Puff,Druida de Sobremesas,87.4
665,Dona Cenoura,Feiticeira Hortelã,48.9
666,Zé do Pijama Flamejante,Cavaleiro de Pijama,90.3
667,Glimmer Sparkle,Elfo da Wi-Fi,99.5
668,Chico Bolacha,Paladino das Tapiocas,63.1
669,Madame Puf,Pixie do Café Expresso,78.3
670,Bruxo Zé Gotinha,Curandeiro de Resfriados,95.2
671,Princesa Wi-Fi,Arcanista do TikTok,82.3
672,Goblin do Delivery,Xamã do Delivery,35.9
673,Mestre do Pão de Queijo,Guardião do Sofá,98.9
674,Fada do Carregador,Ladino do Desconto,57.2
675,Tio do Churrasco Místico,Caçador de Meias Perdidas,69.7
676,Nina Nuvem,Sacerdote do Fone de Ouvido,93.1
677,Bob Esponja Encantado,Bardo das Memes,41.5
678,Vovó Meteoro,Necromante de Plantas de Casa,99.7
679,Capitão Pipoca,Alquimista de Smoothie,79.6
680,Lady Crocante,Mago do Micro-ondas,60.4
681,Dr. Soninho,Cavaleiro de Pijama,96.0
682,Xamã do Chocolate Quente,Druida de Sobremesas,73.6
683,Rainha do Puff,Feiticeira Hortelã,86.2
684,Mago do Café,Elfo da Wi-Fi,97.8
685,Duque do Abraço,Paladino das Tapiocas,49.3
686,Troll das Redes Sociais,Bardo das Memes,26.2
687,Elfo do Wi-Fi,Arcanista do TikTok,100.0
688,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,74.7
689,Cavaleiro do Sofá,Guardião do Sofá,91.0
690,Sereia do Banho de Espuma,Pixie do Café Expresso,42.1
691,Sir Croissant,Ninja Noturno,84.4
692,Luna Brilhinho,Maga do Glitter,98.2
693,Bolinho de Chuva,Barbarian Vegano,67.1
694,Thorfinn Puff,Druida de Sobremesas,99.6
695,Dona Cenoura,Feiticeira Hortelã,52.4
696,Zé do Pijama Flamejante,Cavaleiro de Pijama,72.0
697,Glimmer Sparkle,Elfo da Wi-Fi,100.0
698,Chico Bolacha,Paladino das Tapiocas,61.9
699,Madame Puf,Pixie do Café Expresso,88.1
700,Bruxo Zé Gotinha,Curandeiro de Resfriados,76.3
701,Princesa Wi-Fi,Arcanista do TikTok,94.4
702,Goblin do Delivery,Xamã do Delivery,38.0
703,Mestre do Pão de Queijo,Guardião do Sofá,85.7
704,Fada do Carregador,Ladino do Desconto,50.2
705,Tio do Churrasco Místico,Caçador de Meias Perdidas,96.5
706,Nina Nuvem,Sacerdote do Fone de Ouvido,67.5
707,Bob Esponja Encantado,Bardo das Memes,32.9
708,Vovó Meteoro,Necromante de Plantas de Casa,98.6
709,Capitão Pipoca,Alquimista de Smoothie,78.0
710,Lady Crocante,Mago do Micro-ondas,89.2
711,Dr. Soninho,Cavaleiro de Pijama,46.8
712,Xamã do Chocolate Quente,Druida de Sobremesas,95.8
713,Rainha do Puff,Feiticeira Hortelã,60.0
714,Mago do Café,Elfo da Wi-Fi,99.3
715,Duque do Abraço,Paladino das Tapiocas,73.9
716,Troll das Redes Sociais,Bardo das Memes,23.4
717,Elfo do Wi-Fi,Arcanista do TikTok,99.4
718,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,80.8
719,Cavaleiro do Sofá,Guardião do Sofá,93.4
720,Sereia do Banho de Espuma,Pixie do Café Expresso,55.7
721,Sir Croissant,Barbarian Vegano,65.5
722,Luna Brilhinho,Maga do Glitter,98.6
723,Bolinho de Chuva,Ninja Noturno,77.8
724,Thorfinn Puff,Druida de Sobremesas,88.1
725,Dona Cenoura,Feiticeira Hortelã,49.6
726,Zé do Pijama Flamejante,Cavaleiro de Pijama,91.7
727,Glimmer Sparkle,Elfo da Wi-Fi,99.7
728,Chico Bolacha,Paladino das Tapiocas,64.4
729,Madame Puf,Pixie do Café Expresso,79.0
730,Bruxo Zé Gotinha,Curandeiro de Resfriados,96.0
731,Princesa Wi-Fi,Arcanista do TikTok,83.0
732,Goblin do Delivery,Xamã do Delivery,36.6
733,Mestre do Pão de Queijo,Guardião do Sofá,99.2
734,Fada do Carregador,Ladino do Desconto,58.4
735,Tio do Churrasco Místico,Caçador de Meias Perdidas,70.1
736,Nina Nuvem,Sacerdote do Fone de Ouvido,94.5
737,Bob Esponja Encantado,Bardo das Memes,42.3
738,Vovó Meteoro,Necromante de Plantas de Casa,99.9
739,Capitão Pipoca,Alquimista de Smoothie,80.2
740,Lady Crocante,Mago do Micro-ondas,61.7
741,Dr. Soninho,Cavaleiro de Pijama,96.7
742,Xamã do Chocolate Quente,Druida de Sobremesas,74.9
743,Rainha do Puff,Feiticeira Hortelã,87.1
744,Mago do Café,Elfo da Wi-Fi,98.1
745,Duque do Abraço,Paladino das Tapiocas,50.0
746,Troll das Redes Sociais,Bardo das Memes,27.1
747,Elfo do Wi-Fi,Arcanista do TikTok,99.6
748,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,75.5
749,Cavaleiro do Sofá,Guardião do Sofá,91.9
750,Sereia do Banho de Espuma,Pixie do Café Expresso,43.0
751,Sir Croissant,Ninja Noturno,85.2
752,Luna Brilhinho,Maga do Glitter,98.9
753,Bolinho de Chuva,Barbarian Vegano,68.3
754,Thorfinn Puff,Druida de Sobremesas,99.8
755,Dona Cenoura,Feiticeira Hortelã,53.1
756,Zé do Pijama Flamejante,Cavaleiro de Pijama,73.4
757,Glimmer Sparkle,Elfo da Wi-Fi,100.0
758,Chico Bolacha,Paladino das Tapiocas,62.6
759,Madame Puf,Pixie do Café Expresso,89.3
760,Bruxo Zé Gotinha,Curandeiro de Resfriados,77.2
761,Princesa Wi-Fi,Arcanista do TikTok,95.1
762,Goblin do Delivery,Xamã do Delivery,39.2
763,Mestre do Pão de Queijo,Guardião do Sofá,86.3
764,Fada do Carregador,Ladino do Desconto,51.5
765,Tio do Churrasco Místico,Caçador de Meias Perdidas,97.2
766,Nina Nuvem,Sacerdote do Fone de Ouvido,68.8
767,Bob Esponja Encantado,Bardo das Memes,33.7
768,Vovó Meteoro,Necromante de Plantas de Casa,99.0
769,Capitão Pipoca,Alquimista de Smoothie,79.4
770,Lady Crocante,Mago do Micro-ondas,90.5
771,Dr. Soninho,Cavaleiro de Pijama,47.5
772,Xamã do Chocolate Quente,Druida de Sobremesas,96.5
773,Rainha do Puff,Feiticeira Hortelã,61.2
774,Mago do Café,Elfo da Wi-Fi,99.5
775,Duque do Abraço,Paladino das Tapiocas,74.6
776,Troll das Redes Sociais,Bardo das Memes,24.3
777,Elfo do Wi-Fi,Arcanista do TikTok,99.2
778,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,81.6
779,Cavaleiro do Sofá,Guardião do Sofá,94.1
780,Sereia do Banho de Espuma,Pixie do Café Expresso,56.4
781,Sir Croissant,Barbarian Vegano,66.1
782,Luna Brilhinho,Maga do Glitter,99.3
783,Bolinho de Chuva,Ninja Noturno,78.4
784,Thorfinn Puff,Druida de Sobremesas,89.7
785,Dona Cenoura,Feiticeira Hortelã,50.8
786,Zé do Pijama Flamejante,Cavaleiro de Pijama,92.4
787,Glimmer Sparkle,Elfo da Wi-Fi,99.8
788,Chico Bolacha,Paladino das Tapiocas,65.0
789,Madame Puf,Pixie do Café Expresso,79.7
790,Bruxo Zé Gotinha,Curandeiro de Resfriados,96.8
791,Princesa Wi-Fi,Arcanista do TikTok,84.2
792,Goblin do Delivery,Xamã do Delivery,37.8
793,Mestre do Pão de Queijo,Guardião do Sofá,99.6
794,Fada do Carregador,Ladino do Desconto,59.1
795,Tio do Churrasco Místico,Caçador de Meias Perdidas,71.5
796,Nina Nuvem,Sacerdote do Fone de Ouvido,95.2
797,Bob Esponja Encantado,Bardo das Memes,43.6
798,Vovó Meteoro,Necromante de Plantas de Casa,100.0
799,Capitão Pipoca,Alquimista de Smoothie,81.3
800,Lady Crocante,Mago do Micro-ondas,62.9
801,Dr. Soninho,Cavaleiro de Pijama,97.4
802,Xamã do Chocolate Quente,Druida de Sobremesas,75.7
803,Rainha do Puff,Feiticeira Hortelã,88.0
804,Mago do Café,Elfo da Wi-Fi,98.8
805,Duque do Abraço,Paladino das Tapiocas,51.3
806,Troll das Redes Sociais,Bardo das Memes,28.0
807,Elfo do Wi-Fi,Arcanista do TikTok,99.9
808,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,76.1
809,Cavaleiro do Sofá,Guardião do Sofá,92.8
810,Sereia do Banho de Espuma,Pixie do Café Expresso,43.9
811,Sir Croissant,Ninja Noturno,86.0
812,Luna Brilhinho,Maga do Glitter,99.6
813,Bolinho de Chuva,Barbarian Vegano,69.0
814,Thorfinn Puff,Druida de Sobremesas,100.0
815,Dona Cenoura,Feiticeira Hortelã,54.2
816,Zé do Pijama Flamejante,Cavaleiro de Pijama,74.1
817,Glimmer Sparkle,Elfo da Wi-Fi,100.0
818,Chico Bolacha,Paladino das Tapiocas,63.8
819,Madame Puf,Pixie do Café Expresso,90.0
820,Bruxo Zé Gotinha,Curandeiro de Resfriados,78.0
821,Princesa Wi-Fi,Arcanista do TikTok,95.8
822,Goblin do Delivery,Xamã do Delivery,40.1
823,Mestre do Pão de Queijo,Guardião do Sofá,87.9
824,Fada do Carregador,Ladino do Desconto,52.3
825,Tio do Churrasco Místico,Caçador de Meias Perdidas,97.9
826,Nina Nuvem,Sacerdote do Fone de Ouvido,69.4
827,Bob Esponja Encantado,Bardo das Memes,34.5
828,Vovó Meteoro,Necromante de Plantas de Casa,99.2
829,Capitão Pipoca,Alquimista de Smoothie,80.1
830,Lady Crocante,Mago do Micro-ondas,91.1
831,Dr. Soninho,Cavaleiro de Pijama,48.2
832,Xamã do Chocolate Quente,Druida de Sobremesas,97.2
833,Rainha do Puff,Feiticeira Hortelã,62.5
834,Mago do Café,Elfo da Wi-Fi,99.7
835,Duque do Abraço,Paladino das Tapiocas,75.3
836,Troll das Redes Sociais,Bardo das Memes,25.2
837,Elfo do Wi-Fi,Arcanista do TikTok,99.5
838,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,82.4
839,Cavaleiro do Sofá,Guardião do Sofá,94.8
840,Sereia do Banho de Espuma,Pixie do Café Expresso,57.2
841,Sir Croissant,Barbarian Vegano,67.4
842,Luna Brilhinho,Maga do Glitter,99.9
843,Bolinho de Chuva,Ninja Noturno,79.7
844,Thorfinn Puff,Druida de Sobremesas,90.3
845,Dona Cenoura,Feiticeira Hortelã,51.5
846,Zé do Pijama Flamejante,Cavaleiro de Pijama,93.1
847,Glimmer Sparkle,Elfo da Wi-Fi,100.0
848,Chico Bolacha,Paladino das Tapiocas,66.2
849,Madame Puf,Pixie do Café Expresso,80.4
850,Bruxo Zé Gotinha,Curandeiro de Resfriados,97.5
851,Princesa Wi-Fi,Arcanista do TikTok,85.0
852,Goblin do Delivery,Xamã do Delivery,38.9
853,Mestre do Pão de Queijo,Guardião do Sofá,99.9
854,Fada do Carregador,Ladino do Desconto,60.4
855,Tio do Churrasco Místico,Caçador de Meias Perdidas,72.2
856,Nina Nuvem,Sacerdote do Fone de Ouvido,96.0
857,Bob Esponja Encantado,Bardo das Memes,44.2
858,Vovó Meteoro,Necromante de Plantas de Casa,100.0
859,Capitão Pipoca,Alquimista de Smoothie,82.0
860,Lady Crocante,Mago do Micro-ondas,63.6
861,Dr. Soninho,Cavaleiro de Pijama,98.1
862,Xamã do Chocolate Quente,Druida de Sobremesas,76.4
863,Rainha do Puff,Feiticeira Hortelã,88.9
864,Mago do Café,Elfo da Wi-Fi,99.1
865,Duque do Abraço,Paladino das Tapiocas,52.1
866,Troll das Redes Sociais,Bardo das Memes,29.3
867,Elfo do Wi-Fi,Arcanista do TikTok,100.0
868,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,77.3
869,Cavaleiro do Sofá,Guardião do Sofá,93.5
870,Sereia do Banho de Espuma,Pixie do Café Expresso,44.8
871,Sir Croissant,Ninja Noturno,87.3
872,Luna Brilhinho,Maga do Glitter,100.0
873,Bolinho de Chuva,Barbarian Vegano,70.2
874,Thorfinn Puff,Druida de Sobremesas,100.0
875,Dona Cenoura,Feiticeira Hortelã,55.0
876,Zé do Pijama Flamejante,Cavaleiro de Pijama,75.5
877,Glimmer Sparkle,Elfo da Wi-Fi,100.0
878,Chico Bolacha,Paladino das Tapiocas,64.9
879,Madame Puf,Pixie do Café Expresso,91.2
880,Bruxo Zé Gotinha,Curandeiro de Resfriados,78.9
881,Princesa Wi-Fi,Arcanista do TikTok,96.5
882,Goblin do Delivery,Xamã do Delivery,41.3
883,Mestre do Pão de Queijo,Guardião do Sofá,88.6
884,Fada do Carregador,Ladino do Desconto,53.7
885,Tio do Churrasco Místico,Caçador de Meias Perdidas,98.6
886,Nina Nuvem,Sacerdote do Fone de Ouvido,70.7
887,Bob Esponja Encantado,Bardo das Memes,35.8
888,Vovó Meteoro,Necromante de Plantas de Casa,99.5
889,Capitão Pipoca,Alquimista de Smoothie,81.4
890,Lady Crocante,Mago do Micro-ondas,92.4
891,Dr. Soninho,Cavaleiro de Pijama,49.4
892,Xamã do Chocolate Quente,Druida de Sobremesas,97.9
893,Rainha do Puff,Feiticeira Hortelã,63.1
894,Mago do Café,Elfo da Wi-Fi,99.9
895,Duque do Abraço,Paladino das Tapiocas,76.0
896,Troll das Redes Sociais,Bardo das Memes,26.1
897,Elfo do Wi-Fi,Arcanista do TikTok,99.7
898,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,83.2
899,Cavaleiro do Sofá,Guardião do Sofá,95.2
900,Sereia do Banho de Espuma,Pixie do Café Expresso,58.0
901,Sir Croissant,Barbarian Vegano,68.0
902,Luna Brilhinho,Maga do Glitter,100.0
903,Bolinho de Chuva,Ninja Noturno,80.3
904,Thorfinn Puff,Druida de Sobremesas,91.0
905,Dona Cenoura,Feiticeira Hortelã,52.7
906,Zé do Pijama Flamejante,Cavaleiro de Pijama,94.5
907,Glimmer Sparkle,Elfo da Wi-Fi,100.0
908,Chico Bolacha,Paladino das Tapiocas,67.1
909,Madame Puf,Pixie do Café Expresso,81.1
910,Bruxo Zé Gotinha,Curandeiro de Resfriados,98.2
911,Princesa Wi-Fi,Arcanista do TikTok,86.3
912,Goblin do Delivery,Xamã do Delivery,39.6
913,Mestre do Pão de Queijo,Guardião do Sofá,100.0
914,Fada do Carregador,Ladino do Desconto,61.0
915,Tio do Churrasco Místico,Caçador de Meias Perdidas,73.6
916,Nina Nuvem,Sacerdote do Fone de Ouvido,96.7
917,Bob Esponja Encantado,Bardo das Memes,45.0
918,Vovó Meteoro,Necromante de Plantas de Casa,100.0
919,Capitão Pipoca,Alquimista de Smoothie,82.7
920,Lady Crocante,Mago do Micro-ondas,64.8
921,Dr. Soninho,Cavaleiro de Pijama,98.8
922,Xamã do Chocolate Quente,Druida de Sobremesas,77.2
923,Rainha do Puff,Feiticeira Hortelã,89.6
924,Mago do Café,Elfo da Wi-Fi,99.4
925,Duque do Abraço,Paladino das Tapiocas,53.4
926,Troll das Redes Sociais,Bardo das Memes,30.2
927,Elfo do Wi-Fi,Arcanista do TikTok,100.0
928,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,78.1
929,Cavaleiro do Sofá,Guardião do Sofá,94.2
930,Sereia do Banho de Espuma,Pixie do Café Expresso,45.7
931,Sir Croissant,Ninja Noturno,88.1
932,Luna Brilhinho,Maga do Glitter,100.0
933,Bolinho de Chuva,Barbarian Vegano,71.5
934,Thorfinn Puff,Druida de Sobremesas,100.0
935,Dona Cenoura,Feiticeira Hortelã,56.3
936,Zé do Pijama Flamejante,Cavaleiro de Pijama,76.2
937,Glimmer Sparkle,Elfo da Wi-Fi,100.0
938,Chico Bolacha,Paladino das Tapiocas,65.8
939,Madame Puf,Pixie do Café Expresso,92.0
940,Bruxo Zé Gotinha,Curandeiro de Resfriados,79.8
941,Princesa Wi-Fi,Arcanista do TikTok,97.2
942,Goblin do Delivery,Xamã do Delivery,42.0
943,Mestre do Pão de Queijo,Guardião do Sofá,89.3
944,Fada do Carregador,Ladino do Desconto,54.4
945,Tio do Churrasco Místico,Caçador de Meias Perdidas,99.0
946,Nina Nuvem,Sacerdote do Fone de Ouvido,71.3
947,Bob Esponja Encantado,Bardo das Memes,36.6
948,Vovó Meteoro,Necromante de Plantas de Casa,99.8
949,Capitão Pipoca,Alquimista de Smoothie,82.3
950,Lady Crocante,Mago do Micro-ondas,93.0
951,Dr. Soninho,Cavaleiro de Pijama,50.1
952,Xamã do Chocolate Quente,Druida de Sobremesas,98.6
953,Rainha do Puff,Feiticeira Hortelã,64.4
954,Mago do Café,Elfo da Wi-Fi,100.0
955,Duque do Abraço,Paladino das Tapiocas,77.4
956,Troll das Redes Sociais,Bardo das Memes,27.0
957,Elfo do Wi-Fi,Arcanista do TikTok,99.8
958,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,84.0
959,Cavaleiro do Sofá,Guardião do Sofá,96.0
960,Sereia do Banho de Espuma,Pixie do Café Expresso,58.9
961,Sir Croissant,Barbarian Vegano,69.3
962,Luna Brilhinho,Maga do Glitter,100.0
963,Bolinho de Chuva,Ninja Noturno,81.6
964,Thorfinn Puff,Druida de Sobremesas,92.4
965,Dona Cenoura,Feiticeira Hortelã,53.9
966,Zé do Pijama Flamejante,Cavaleiro de Pijama,95.2
967,Glimmer Sparkle,Elfo da Wi-Fi,100.0
968,Chico Bolacha,Paladino das Tapiocas,68.0
969,Madame Puf,Pixie do Café Expresso,82.3
970,Bruxo Zé Gotinha,Curandeiro de Resfriados,99.0
971,Princesa Wi-Fi,Arcanista do TikTok,87.1
972,Goblin do Delivery,Xamã do Delivery,40.8
973,Mestre do Pão de Queijo,Guardião do Sofá,100.0
974,Fada do Carregador,Ladino do Desconto,62.2
975,Tio do Churrasco Místico,Caçador de Meias Perdidas,74.0
976,Nina Nuvem,Sacerdote do Fone de Ouvido,97.4
977,Bob Esponja Encantado,Bardo das Memes,46.3
978,Vovó Meteoro,Necromante de Plantas de Casa,100.0
979,Capitão Pipoca,Alquimista de Smoothie,83.5
980,Lady Crocante,Mago do Micro-ondas,65.5
981,Dr. Soninho,Cavaleiro de Pijama,99.5
982,Xamã do Chocolate Quente,Druida de Sobremesas,78.0
983,Rainha do Puff,Feiticeira Hortelã,90.3
984,Mago do Café,Elfo da Wi-Fi,99.6
985,Duque do Abraço,Paladino das Tapiocas,54.2
986,Troll das Redes Sociais,Bardo das Memes,31.4
987,Elfo do Wi-Fi,Arcanista do TikTok,100.0
988,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,79.4
989,Cavaleiro do Sofá,Guardião do Sofá,94.9
990,Sereia do Banho de Espuma,Pixie do Café Expresso,46.5
991,Sir Croissant,Ninja Noturno,89.4
992,Luna Brilhinho,Maga do Glitter,100.0
993,Bolinho de Chuva,Barbarian Vegano,72.1
994,Thorfinn Puff,Druida de Sobremesas,100.0
995,Dona Cenoura,Feiticeira Hortelã,57.1
996,Zé do Pijama Flamejante,Cavaleiro de Pijama,77.6
997,Glimmer Sparkle,Elfo da Wi-Fi,100.0
998,Chico Bolacha,Paladino das Tapiocas,66.7
999,Madame Puf,Pixie do Café Expresso,92.8
1000,Bruxo Zé Gotinha,Curandeiro de Resfriados,80.2
1,Sir Croissant,Cavaleiro de Pijama,78.3
2,Luna Brilhinho,Maga do Glitter,92.7
3,Bolinho de Chuva,Druida de Sobremesas,65.1
4,Thorfinn Puff,Barbarian Vegano,44.9
5,Dona Cenoura,Feiticeira Hortelã,88.0
6,Zé do Pijama Flamejante,Ninja Noturno,31.5
7,Glimmer Sparkle,Elfo da Wi-Fi,99.2
8,Chico Bolacha,Paladino das Tapiocas,56.8
9,Madame Puf,Pixie do Café Expresso,73.4
10,Bruxo Zé Gotinha,Curandeiro de Resfriados,61.0
11,Princesa Wi-Fi,Arcanista do TikTok,84.6
12,Goblin do Delivery,Xamã do Delivery,22.3
13,Mestre do Pão de Queijo,Guardião do Sofá,69.8
14,Fada do Carregador,Ladino do Desconto,47.1
15,Tio do Churrasco Místico,Caçador de Meias Perdidas,33.9
16,Nina Nuvem,Sacerdote do Fone de Ouvido,91.4
17,Bob Esponja Encantado,Bardo das Memes,58.2
18,Vovó Meteoro,Necromante de Plantas de Casa,76.5
19,Capitão Pipoca,Alquimista de Smoothie,42.0
20,Lady Crocante,Mago do Micro-ondas,87.7
21,Dr. Soninho,Cavaleiro de Pijama,29.6
22,Xamã do Chocolate Quente,Druida de Sobremesas,95.3
23,Rainha do Puff,Feiticeira Hortelã,63.8
24,Mago do Café,Elfo da Wi-Fi,71.2
25,Duque do Abraço,Paladino das Tapiocas,50.4
26,Troll das Redes Sociais,Bardo das Memes,12.9
27,Elfo do Wi-Fi,Arcanista do TikTok,98.1
28,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,77.6
29,Cavaleiro do Sofá,Guardião do Sofá,82.0
30,Sereia do Banho de Espuma,Pixie do Café Expresso,39.5
31,Sir Croissant,Ninja Noturno,66.7
32,Luna Brilhinho,Maga do Glitter,89.3
33,Bolinho de Chuva,Barbarian Vegano,54.8
34,Thorfinn Puff,Druida de Sobremesas,72.1
35,Dona Cenoura,Feiticeira Hortelã,45.6
36,Zé do Pijama Flamejante,Cavaleiro de Pijama,30.2
37,Glimmer Sparkle,Elfo da Wi-Fi,96.4
38,Chico Bolacha,Paladino das Tapiocas,68.9
39,Madame Puf,Pixie do Café Expresso,51.7
40,Bruxo Zé Gotinha,Curandeiro de Resfriados,83.5
41,Princesa Wi-Fi,Arcanista do TikTok,74.0
42,Goblin do Delivery,Xamã do Delivery,18.8
43,Mestre do Pão de Queijo,Guardião do Sofá,90.2
44,Fada do Carregador,Ladino do Desconto,41.3
45,Tio do Churrasco Místico,Caçador de Meias Perdidas,62.6
46,Nina Nuvem,Sacerdote do Fone de Ouvido,79.9
47,Bob Esponja Encantado,Bardo das Memes,27.4
48,Vovó Meteoro,Necromante de Plantas de Casa,85.1
49,Capitão Pipoca,Alquimista de Smoothie,59.7
50,Lady Crocante,Mago do Micro-ondas,93.8
51,Dr. Soninho,Cavaleiro de Pijama,36.0
52,Xamã do Chocolate Quente,Druida de Sobremesas,70.5
53,Rainha do Puff,Feiticeira Hortelã,81.2
54,Mago do Café,Elfo da Wi-Fi,48.9
55,Duque do Abraço,Paladino das Tapiocas,64.3
56,Troll das Redes Sociais,Bardo das Memes,15.7
57,Elfo do Wi-Fi,Arcanista do TikTok,97.6
58,Bruxa do Bolo de Cenoura,Curandeiro de Resfriados,55.4
59,Cavaleiro do Sofá,Guardião do Sofá,73.1
60,Sereia do Banho de Espuma,Pixie do Café Expresso,40.8
61,Sir Croissant,Barbarian Vegano,86.3
62,Luna Brilhinho,Maga do Glitter,67.9
63,Bolinho de Chuva,Ninja Noturno,52.2
64,Thorfinn Puff,Druida de Sobremesas,94.7
65,Dona Cenoura,Feiticeira Hortelã,38.6
66,Zé do Pijama Flamejante,Cavaleiro de Pijama,75.0
67,Glimmer Sparkle,Elfo da Wi-Fi,89.9
68,Chico Bolacha,Paladino das Tapiocas,60.1
69,Madame Puf,Pixie do Café Expresso,43.4
70,Bruxo Zé Gotinha,Curandeiro de Resfriados,77.2
71,Princesa Wi-Fi,Arcanista do TikTok,91.8
72,Goblin do Delivery,Xamã do Delivery,24.5
